"Is.Non.Annual.","Days","Tuition","School.Type","Parent.Meeting.Flag","MDR.High.Grade","Income.Level","School.Sponsor","SPR.New.Existing","NumberOfMeetingswithParents","DifferenceTraveltoLastMeeting","SchoolGradeTypeHigh","FPP.to.School.enrollment","FPP.to.PAX","SchoolSizeIndicator","Retained.in.2012.","frp.active","cancellation","cancelled.PAX","fpp","trend"
1,5,2009,"Catholic",1,8,"I",0,"NEW",2,226,"Middle",0.088888889,0.923076923,"S",0,0.75,0.166666666666667,0.166666666666667,"safe","0"
0,5,2208,"PUBLIC",1,8,"M",0,"EXISTING",2,233,"Middle",0.016383113,0.896551724,"L",1,0.307692307692308,0.75,0.269230769230769,"safe","0"
1,5,1685,"CHD",1,8,"J",1,"NEW",2,219,"Middle",0.047619048,0.923076923,"S",0,0.75,0,0,"critical","0"
0,5,1999,"PUBLIC",1,8,"O",0,"NEW",2,255,"Undefined",0.015384615,0.952380952,"L",1,0.45,0.777777777777778,1,"critical","0"
0,4,1557,"PUBLIC",1,6,"E",0,"NEW",2,159,"Middle",0.040697674,0.875,"S",0,1,0.142857142857143,0.714285714285714,"small","0"
1,6,2449,"PUBLIC",1,8,"M",0,"EXISTING",1,269,"Middle",0.054166667,0.896551724,"S-M",0,0.307692307692308,0.375,0.230769230769231,"safe","0"
0,6,2222,"PUBLIC",0,8,"Q",0,"EXISTING",0,274,"Middle",0.008181818,0.818181818,"L",1,0.444444444444444,0.75,0.666666666666667,"small","1"
0,6,1009,"CHD",1,8,"L",1,"EXISTING",1,277,"Middle",0.223880597,0.918367347,"S",1,0.2,0,0.0444444444444444,"large","0"
0,6,2629,"PUBLIC",1,8,"E",0,"EXISTING",2,264,"Middle",0.046214356,0.903846154,"L",1,0.680851063829787,0.21875,0.191489361702128,"large","0"
0,7,2419,"PUBLIC",1,8,"Q",0,"NEW",2,269,"Middle",0.006003431,0.875,"L",0,0.285714285714286,1,0.428571428571429,"small","0"
0,7,2538,"Private non-Christian",0,12,"C",0,"EXISTING",0,273,"High",0.016981132,0.818181818,"S-M",0,0.777777777777778,0.285714285714286,0.111111111111111,"small","0"
0,6,2567,"PUBLIC",1,8,"L",0,"EXISTING",1,268,"Middle",0.010479042,0.933333333,"L",1,0.714285714285714,0.4,0.428571428571429,"critical","0"
0,4,1553,"PUBLIC",1,8,"N",0,"EXISTING",1,265,"Middle",0.015454545,0.894736842,"L",1,0.705882352941177,0.166666666666667,0.235294117647059,"critical","0"
0,4,1553,"PUBLIC",1,8,"H",0,"EXISTING",1,265,"Middle",0.02625,0.954545455,"M-L",1,0.80952380952381,0.117647058823529,0.0952380952380952,"safe","0"
0,4,1557,"PUBLIC",1,8,"M",0,"EXISTING",2,262,"Middle",0.071111111,0.864864865,"S-M",1,0.59375,0.210526315789474,0.1875,"safe","0"
0,5,2025,"PUBLIC",1,6,"N",0,"EXISTING",2,173,"Middle",0.040498442,0.928571429,"M-L",1,0.730769230769231,0.157894736842105,0.153846153846154,"safe","0"
0,4,1542,"PUBLIC",1,8,"A",0,"EXISTING",2,381,"Middle",0.028571429,0.9375,"S-M",1,0.8,0.166666666666667,0.0666666666666667,"critical","0"
0,4,1715,"PUBLIC",1,8,"B",0,"NEW",2,276,"Middle",0.003802281,0.666666667,"S-M",1,1,2,2,"small","0"
0,4,1586,"PUBLIC",1,12,"L",0,"NEW",1,419,"Middle",0.017142857,0.857142857,"S-M",0,0.833333333333333,0.8,0.833333333333333,"small","0"
0,4,1275,"PUBLIC",1,8,"J",0,"EXISTING",2,201,"Middle",0.048010974,0.945945946,"M-L",1,0.657142857142857,0.173913043478261,0.142857142857143,"safe","0"
0,4,1527,"PUBLIC",1,8,"F",0,"NEW",1,383,"Middle",0.012,0.75,"S",0,0.666666666666667,2,1.66666666666667,"small","0"
0,4,1444,"PUBLIC",1,8,"O",0,"EXISTING",2,278,"Middle",0.222488038,0.869158879,"S-M",1,0.376344086021505,0.285714285714286,0.129032258064516,"large","0"
0,4,1680,"PUBLIC",1,8,"C",0,"EXISTING",2,256,"Middle",0.072,0.9,"S",1,0.555555555555556,0.2,0.222222222222222,"small","0"
0,4,1771,"PUBLIC",1,8,"F",0,"NEW",1,257,"Middle",0.053333333,0.923076923,"S",0,0.833333333333333,0.9,1.08333333333333,"critical","0"
0,4,1649,"PUBLIC",1,8,"F",0,"NEW",1,241,"Middle",0.08,0.888888889,"S",0,0.75,0.166666666666667,0.125,"critical","0"
0,5,629,"PUBLIC",1,8,"I",0,"EXISTING",1,256,"Middle",0.08,0.909090909,"S-M",1,0.525,0.333333333333333,0.275,"large","0"
1,5,1539,"PUBLIC",1,8,"I",0,"NEW",1,195,"Middle",0.042105263,0.888888889,"S-M",0,0.75,0.333333333333333,0.25,"critical","0"
0,5,1907,"PUBLIC",1,8,"I",0,"EXISTING",1,262,"Middle",0.009361702,0.846153846,"L",1,0.636363636363636,0,0.181818181818182,"critical","1"
0,4,1603,"PUBLIC",1,9,"E",0,"EXISTING",1,264,"Middle",0.057142857,0.941176471,"L",1,0.3625,0.344827586206897,0.2,"large","0"
0,5,2096,"PUBLIC",1,8,"O",0,"EXISTING",2,237,"Middle",0.010291595,0.857142857,"M-L",0,0.5,1.33333333333333,1.16666666666667,"small","0"
0,5,1802,"PUBLIC",1,8,"Q",0,"NEW",2,200,"Middle",0.006163328,0.888888889,"L",0,0.5,0.25,0.125,"small","0"
0,5,1772,"PUBLIC",1,8,"O",0,"EXISTING",1,249,"Middle",0.100566572,0.934210526,"M-L",1,0.732394366197183,0.0961538461538462,0.112676056338028,"large","0"
0,5,1945,"PUBLIC",1,8,"P",0,"EXISTING",2,250,"Middle",0.009404389,0.9,"L",1,0.555555555555556,0,0,"small","0"
0,5,2252,"PUBLIC",1,8,"C",0,"EXISTING",1,278,"Undefined",0.008695652,0.833333333,"S-M",1,0.2,0,0.4,"small","1"
0,5,1797,"PUBLIC",1,8,"J",0,"EXISTING",2,271,"Middle",0.029230769,0.904761905,"M-L",0,0.578947368421053,0.181818181818182,0.105263157894737,"critical","0"
0,5,2092,"PUBLIC",1,8,"F",0,"NEW",2,276,"Middle",0.010806318,0.928571429,"L",1,0.846153846153846,0.272727272727273,0.769230769230769,"critical","0"
0,5,1648,"PUBLIC",1,8,"Q",0,"EXISTING",1,270,"Middle",0.039705882,0.9,"L",1,0.759259259259259,0.121951219512195,0.0740740740740741,"large","0"
0,5,2069,"Catholic",1,8,"M",0,"EXISTING",1,213,"Middle",0.076666667,0.884615385,"S",1,0.434782608695652,0,0,"safe","0"
0,5,1789,"PUBLIC",1,5,"N",0,"EXISTING",1,262,"Elementary",0.038352273,0.931034483,"M-L",1,0.703703703703704,0.0526315789473684,0.111111111111111,"safe","0"
0,5,1890,"PUBLIC",1,8,"O",0,"EXISTING",2,257,"Middle",0.043909348,0.939393939,"M-L",1,0.612903225806452,0.210526315789474,0.161290322580645,"safe","0"
0,5,1909,"PUBLIC",1,8,"N",0,"EXISTING",2,134,"Middle",0.064615385,0.913043478,"S",0,0.714285714285714,0.2,0.142857142857143,"safe","0"
0,5,1895,"PUBLIC",1,12,"O",0,"NEW",2,206,"High",0.003277345,0.888888889,"L",0,0.625,0,0.125,"small","0"
1,6,2475,"PUBLIC",1,8,"I",0,"EXISTING",1,247,"High",0.071641791,0.888888889,"S",0,0.791666666666667,0.210526315789474,0.25,"safe","1"
1,6,1239,"PUBLIC",1,8,"O",0,"EXISTING",1,278,"Middle",0.020054695,0.916666667,"L",0,0.590909090909091,0.230769230769231,0.227272727272727,"safe","0"
0,5,1699,"PUBLIC",1,8,"P",0,"EXISTING",1,255,"Middle",0.07778915,0.926829268,"L",1,0.671052631578947,0.0784313725490196,0.0657894736842105,"large","1"
0,5,1910,"PUBLIC",0,8,"O",0,"EXISTING",0,245,"Middle",0.058,0.915789474,"L",1,0.482758620689655,0.404761904761905,0.275862068965517,"large","0"
0,6,1009,"PUBLIC",1,8,"M",0,"EXISTING",1,262,"Middle",0.09,0.947368421,"S-M",1,0.722222222222222,0.0384615384615385,0.0277777777777778,"large","0"
0,6,1009,"CHD",1,8,"",0,"EXISTING",1,258,"Middle",0.040498442,0.952380952,"",1,0.9,0.222222222222222,0.15,"critical","0"
0,5,2288,"PUBLIC",1,8,"F",0,"NEW",1,199,"Middle",0.051359517,0.894736842,"S",0,0.0588235294117647,1,0.0588235294117647,"critical","0"
0,6,2299,"PUBLIC",1,8,"P",0,"NEW",2,285,"Middle",0.041860465,0.9375,"L",1,0.355555555555556,0.4375,0.288888888888889,"large","0"
0,5,2302,"PUBLIC",1,8,"O",0,"EXISTING",2,229,"Middle",0.042399173,0.911111111,"L",1,0.170731707317073,0.285714285714286,0.0487804878048781,"large","0"
0,7,2600,"Catholic",1,8,"Q",0,"EXISTING",2,247,"Middle",0.082170543,0.946428571,"M-L",1,0.132075471698113,0.714285714285714,0.113207547169811,"large","0"
0,8,2229,"CHD",1,8,"M",0,"EXISTING",2,307,"Middle",0.135,0.9,"S",0,0.740740740740741,0.6,0.62962962962963,"safe","0"
0,12,4200,"Private non-Christian",0,12,"L",0,"EXISTING",0,193,"Middle",0.008378378,0.911764706,"L",1,0.774193548387097,0.0416666666666667,0.032258064516129,"safe","0"
0,1,393,"Private non-Christian",1,8,"O",1,"EXISTING",1,258,"Elementary",0.188571429,0.970588235,"S-M",1,0.515151515151515,0.0882352941176471,0.0454545454545455,"large","0"
1,2,599,"PUBLIC",0,8,"O",1,"EXISTING",0,280,"Elementary",0.010299625,0.916666667,"L",1,0.545454545454545,0.5,0.727272727272727,"critical","0"
0,3,999,"PUBLIC",1,8,"K",0,"EXISTING",2,271,"Middle",0.164705882,0.893617021,"S",1,0.619047619047619,0.0769230769230769,0.0714285714285714,"large","0"
1,3,1357,"PUBLIC",1,8,"I",0,"EXISTING",1,264,"Middle",0.170157068,0.915492958,"S-M",0,0.907692307692308,0.76271186440678,0.584615384615385,"large","0"
0,3,1159,"PUBLIC",1,12,"G",0,"EXISTING",1,284,"Middle",0.015909091,0.875,"S-M",1,0.714285714285714,0.2,0.285714285714286,"small","0"
0,6,1680,"PUBLIC",1,8,"O",0,"EXISTING",2,166,"Undefined",0.063920455,0.918367347,"M-L",1,0.644444444444444,0.482758620689655,0.311111111111111,"large","0"
0,3,380,"PUBLIC",1,8,"F",0,"EXISTING",1,131,"Middle",0.104928458,0.916666667,"M-L",0,0.121212121212121,0.125,0.0303030303030303,"large","0"
1,4,1526,"PUBLIC",1,8,"M",0,"EXISTING",1,259,"Middle",0.046875,0.916666667,"M-L",0,0.878787878787879,0.206896551724138,0.212121212121212,"safe","0"
1,4,1699,"PUBLIC",1,8,"F",0,"EXISTING",1,265,"Middle",0.068888889,0.939393939,"S-M",0,0.741935483870968,0.173913043478261,0.225806451612903,"safe","0"
0,4,1438,"PUBLIC",1,8,"Q",0,"EXISTING",1,410,"Middle",0.01125,0.9,"M-L",1,0.777777777777778,0,0.111111111111111,"small","1"
0,4,1778,"PUBLIC",1,8,"F",0,"EXISTING",1,258,"Middle",0.020725389,0.888888889,"S-M",1,0.875,0.142857142857143,0,"small","0"
0,4,1651,"PUBLIC",1,8,"P",0,"NEW",2,244,"Middle",0.016923077,0.916666667,"M-L",1,0.545454545454545,0.333333333333333,0.272727272727273,"critical","0"
0,4,1399,"PUBLIC",1,12,"I",0,"EXISTING",2,265,"High",0.036,0.9,"S-M",1,0.5,0,0.0555555555555556,"critical","0"
0,4,1449,"PUBLIC",1,8,"M",0,"EXISTING",1,236,"Middle",0.052727273,0.935483871,"S-M",1,0.862068965517241,0.12,0.241379310344828,"safe","0"
0,4,1424,"PUBLIC",0,8,"N",0,"EXISTING",0,189,"Middle",0.04785077,0.893939394,"L",1,0.627118644067797,0.135135135135135,0.101694915254237,"large","0"
1,4,1379,"PUBLIC",1,8,"K",0,"EXISTING",2,264,"Middle",0.188235294,0.905660377,"S",0,0.770833333333333,0.027027027027027,0.0625,"large","0"
0,6,3114,"PUBLIC",0,8,"L",0,"EXISTING",0,391,"Middle",0.007541478,0.714285714,"M-L",1,1,0.2,0.6,"small","0"
0,4,1655,"PUBLIC",1,5,"K",0,"EXISTING",1,276,"Elementary",0.018421053,0.875,"S-M",0,0.285714285714286,3,1.14285714285714,"small","0"
0,4,1721,"PUBLIC",1,8,"L",0,"EXISTING",1,279,"Middle",0.011820331,0.833333333,"S-M",1,1,0,0.2,"small","0"
0,4,1949,"PUBLIC",1,12,"B",0,"EXISTING",1,266,"High",0.059490085,0.875,"S-M",0,0.523809523809524,1,1.38095238095238,"safe","0"
0,4,2123,"PUBLIC",1,8,"M",0,"EXISTING",2,229,"Middle",0.018300654,0.875,"M-L",1,0.571428571428571,0.125,0.357142857142857,"critical","1"
1,4,1699,"PUBLIC",1,8,"F",0,"EXISTING",1,258,"Middle",0.048951049,0.897435897,"M-L",0,0.714285714285714,0.08,0.0571428571428571,"safe","0"
0,4,1165,"PUBLIC",1,8,"P",0,"EXISTING",2,249,"Middle",0.041420118,0.84,"S-M",1,0,NA,0.238095238095238,"safe","0"
0,4,1598,"PUBLIC",1,6,"P",0,"EXISTING",1,258,"Middle",0.046407186,0.939393939,"M-L",0,0.67741935483871,0.476190476190476,0.354838709677419,"safe","0"
0,4,1678,"PUBLIC",1,12,"Z",0,"EXISTING",1,277,"High",0.095,0.904761905,"S",0,0.368421052631579,0.142857142857143,0.157894736842105,"critical","0"
1,4,1580,"PUBLIC",1,8,"L",0,"EXISTING",1,215,"Middle",0.00908059,0.888888889,"L",1,0.75,0.333333333333333,0.375,"small","0"
1,4,1246,"PUBLIC",1,8,"O",0,"EXISTING",1,263,"Middle",0.066282421,0.92,"S-M",1,0.869565217391304,0.25,0.217391304347826,"safe","1"
0,5,1624,"PUBLIC",1,8,"M",0,"EXISTING",1,200,"Middle",0.035443038,0.903225806,"M-L",1,0.464285714285714,0.153846153846154,0.142857142857143,"safe","1"
0,4,1600,"PUBLIC",1,8,"O",0,"NEW",1,251,"Middle",0.015457788,0.928571429,"L",0,0.384615384615385,0.4,0.307692307692308,"critical","0"
0,4,1492,"PUBLIC",1,8,"N",0,"NEW",1,202,"Middle",0.012524085,0.866666667,"L",1,0.692307692307692,0.222222222222222,0.461538461538462,"critical","0"
0,5,1828,"PUBLIC",1,8,"P",0,"EXISTING",1,266,"Middle",0.061764706,0.893617021,"M-L",1,0.785714285714286,0.121212121212121,0.166666666666667,"large","0"
0,5,762,"PUBLIC",1,8,"G",0,"EXISTING",1,258,"Middle",0.078778135,0.942307692,"M-L",1,0.612244897959184,0.133333333333333,0.0816326530612245,"large","0"
0,5,1511,"PUBLIC",1,8,"O",0,"EXISTING",2,256,"Middle",0.037783375,0.9375,"M-L",1,0.466666666666667,0.214285714285714,0.1,"safe","0"
0,5,1998,"PUBLIC",1,6,"L",0,"EXISTING",1,256,"Middle",0.081967213,0.9,"S-M",1,0.8,0.222222222222222,0.244444444444444,"large","0"
0,5,2190,"PUBLIC",1,8,"I",0,"EXISTING",1,258,"Middle",0.012552301,0.923076923,"L",0,0.5,0.166666666666667,0.0833333333333333,"critical","1"
0,5,2196,"PUBLIC",1,8,"L",0,"EXISTING",1,270,"Middle",0.012,0.818181818,"M-L",1,0.666666666666667,0.666666666666667,0.555555555555556,"small","0"
0,5,889,"PUBLIC",1,8,"H",0,"NEW",1,202,"Middle",0.016326531,0.888888889,"S-M",1,0.625,0,0,"small","0"
1,5,1724,"PUBLIC",1,1,"J",0,"EXISTING",1,271,"Middle",0.190954774,0.926829268,"S",0,0.763157894736842,0.172413793103448,0.131578947368421,"large","0"
0,5,1805,"PUBLIC",1,8,"N",0,"EXISTING",2,169,"Middle",0.046325879,0.935483871,"M-L",1,0.551724137931034,0.25,0.172413793103448,"safe","1"
0,6,2099,"CHD",1,12,"J",0,"NEW",2,222,"High",0.053448276,0.885714286,"M-L",0,0.516129032258065,0.875,0.548387096774194,"safe","0"
0,5,1847,"PUBLIC",1,8,"M",0,"EXISTING",1,265,"Middle",0.025,0.909090909,"S-M",1,0.6,0.5,0.5,"small","0"
0,5,1840,"PUBLIC",1,8,"D",0,"EXISTING",2,251,"High",0.010517799,0.928571429,"L",1,0.769230769230769,0,0.0769230769230769,"critical","1"
1,5,1459,"PUBLIC",1,12,"H",0,"EXISTING",1,272,"Middle",0.051971326,0.90625,"S-M",0,0.655172413793103,0.210526315789474,0.172413793103448,"safe","0"
0,5,1840,"PUBLIC",1,8,"L",0,"EXISTING",1,237,"Middle",0.01039261,0.9,"L",1,1,0.555555555555556,0.666666666666667,"small","1"
1,5,1955,"PUBLIC",1,8,"J",0,"EXISTING",1,264,"Middle",0.23,0.901960784,"S",0,0.804347826086957,0.0540540540540541,0.0434782608695652,"large","0"
0,5,1864,"Catholic",1,8,"O",1,"EXISTING",1,278,"Middle",0.052805281,0.888888889,"S",1,0.625,0.2,0.125,"critical","1"
1,5,1658,"CHD",1,8,"F",0,"EXISTING",2,272,"Middle",0.067761807,0.925925926,"",0,0.4,0.9,0.44,"safe","0"
0,5,1964,"PUBLIC",1,8,"G",0,"EXISTING",1,265,"Middle",0.027633851,0.941176471,"M-L",0,0.6875,0.181818181818182,0.3125,"critical","0"
0,5,889,"PUBLIC",1,8,"H",0,"EXISTING",1,265,"Middle",0.21,0.875,"S",1,0.30952380952381,0.153846153846154,0.0476190476190476,"large","0"
0,5,1984,"PUBLIC",1,8,"J",0,"NEW",2,265,"Middle",0.04137931,0.857142857,"S",0,0.333333333333333,1,0.416666666666667,"critical","0"
0,6,2033,"CHD",1,12,"L",1,"EXISTING",2,178,"Middle",0.085,0.918918919,"M-L",1,0.529411764705882,0.138888888888889,0.0882352941176471,"large","0"
0,5,1974,"PUBLIC",1,8,"J",0,"EXISTING",2,231,"Middle",0.013207547,0.875,"S-M",1,0.857142857142857,0.333333333333333,0.428571428571429,"small","0"
0,5,2269,"Catholic",1,12,"N",0,"EXISTING",1,264,"High",0.00533049,0.833333333,"L",0,0.6,0,0,"small","1"
0,3,699,"CHD",1,8,"",0,"NEW",1,217,"Middle",0.055913978,0.903225806,"",0,0.178571428571429,1,0.178571428571429,"safe","0"
0,5,1921,"PUBLIC",1,12,"",0,"NEW",2,271,"High",0.001196172,0.75,"",0,0.666666666666667,1,1.5,"small","0"
0,5,1658,"PUBLIC",1,8,"D",0,"NEW",2,272,"Middle",0.123404255,0.935483871,"S",0,0.275862068965517,0.5,0.137931034482759,"safe","0"
1,5,859,"PUBLIC",1,8,"E",0,"EXISTING",2,209,"Middle",0.130252101,0.939393939,"S",0,0.451612903225806,0,0.0967741935483871,"safe","0"
0,5,1968,"PUBLIC",1,8,"I",0,"NEW",1,432,"Middle",0.06,0.9375,"S",0,0.866666666666667,0.230769230769231,0.266666666666667,"critical","0"
0,5,1510,"PUBLIC",1,8,"Q",0,"EXISTING",1,270,"Middle",0.068728522,0.895522388,"L",1,0.716666666666667,0.348837209302326,0.283333333333333,"large","1"
0,5,2528,"PUBLIC",1,12,"E",0,"NEW",1,243,"High",0.00952381,0.894736842,"L",0,0.705882352941177,1.08333333333333,1.29411764705882,"critical","0"
1,5,1755,"PUBLIC",1,8,"Z",0,"NEW",1,244,"Middle",0.028108108,0.896551724,"L",0,0.538461538461538,0.0714285714285714,0.0769230769230769,"safe","0"
0,6,1083,"CHD",1,8,"M",1,"EXISTING",1,137,"Middle",0.155015198,0.944444444,"S",1,0,NA,0.0980392156862745,"large","1"
0,3,776,"PUBLIC",0,12,"F",0,"NEW",0,191,"Undefined",0.07063197,0.926829268,"S-M",1,0.394736842105263,0,0.0789473684210526,"large","0"
0,3,790,"PUBLIC",0,8,"Q",0,"EXISTING",0,252,"Middle",0.087142857,0.938461538,"M-L",1,0.721311475409836,0.136363636363636,0.114754098360656,"large","0"
1,6,2059,"PUBLIC",1,12,"B",0,"NEW",1,263,"High",0.0875,0.875,"S",0,0.75,0.238095238095238,0.178571428571429,"safe","0"
0,6,2148,"PUBLIC",1,8,"G",0,"EXISTING",2,263,"Middle",0.148900169,0.916666667,"M-L",1,0.5,0.613636363636364,0.443181818181818,"large","0"
0,6,2225,"PUBLIC",1,12,"J",0,"NEW",2,276,"High",0.019723866,0.833333333,"S-M",0,0.8,0.5,0.3,"small","0"
0,6,2530,"PUBLIC",1,12,"N",0,"NEW",1,258,"High",0.008888889,0.888888889,"L",0,0.75,0.333333333333333,0.25,"small","0"
0,6,2466,"PUBLIC",1,8,"B",0,"EXISTING",1,250,"Middle",0.043478261,0.928571429,"S",1,0.461538461538462,0.833333333333333,0.461538461538462,"critical","0"
1,6,951,"PUBLIC",1,8,"K",0,"EXISTING",1,222,"Middle",0.055238095,0.90625,"S-M",0,0.724137931034483,0.571428571428571,0.448275862068966,"safe","0"
0,6,2714,"PUBLIC",1,12,"H",0,"EXISTING",1,250,"Middle",0.008045977,0.875,"L",1,0.428571428571429,0.333333333333333,0.142857142857143,"small","0"
0,6,2395,"PUBLIC",0,8,"N",0,"EXISTING",0,281,"Middle",0.014563107,0.857142857,"L",1,0.583333333333333,0.571428571428571,0.333333333333333,"critical","0"
0,5,1688,"PUBLIC",1,5,"I",0,"EXISTING",2,178,"Elementary",0.048333333,0.90625,"M-L",1,0.551724137931034,0.4375,0.241379310344828,"safe","0"
0,6,2474,"PUBLIC",1,12,"Q",0,"NEW",2,179,"High",0.001666667,0.833333333,"L",0,0.4,0,0.4,"small","0"
0,6,2522,"PUBLIC",1,12,"I",0,"EXISTING",1,245,"High",0.02,0.833333333,"S",0,0.8,0,0,"small","0"
0,6,2395,"Private non-Christian",0,8,"Z",0,"EXISTING",0,419,"Middle",0.066666667,0.857142857,"S",1,0.833333333333333,0.2,0.166666666666667,"critical","0"
0,7,2538,"PUBLIC",1,12,"Q",0,"EXISTING",2,271,"High",0.000922084,0.666666667,"L",0,1,0.5,0.5,"small","0"
0,7,2870,"PUBLIC",1,9,"J",0,"EXISTING",2,173,"High",0.011210762,0.833333333,"S-M",0,0.4,0.5,0,"small","0"
1,7,2828,"PUBLIC",1,6,"O",0,"EXISTING",1,254,"Middle",0.055670103,0.870967742,"S-M",0,0.703703703703704,0.105263157894737,0.148148148148148,"safe","0"
0,7,2299,"PUBLIC",1,8,"Q",0,"NEW",2,228,"Middle",0.011131725,0.857142857,"L",0,0.916666666666667,0.454545454545455,0.333333333333333,"critical","0"
0,1,428,"PUBLIC",1,6,"P",1,"EXISTING",1,251,"Elementary",0.052071006,0.956521739,"L",0,0.613636363636364,0.222222222222222,0.0909090909090909,"large","0"
0,3,1024,"Catholic",1,8,"O",0,"EXISTING",1,258,"Middle",0.060714286,0.894736842,"S-M",1,0.764705882352941,0,0,"safe","0"
0,3,1630,"PUBLIC",1,8,"H",0,"EXISTING",1,278,"High",0.087755102,0.934782609,"S-M",1,0.558139534883721,0.0833333333333333,0.0697674418604651,"large","0"
0,6,2179,"PUBLIC",1,8,"N",0,"NEW",1,179,"Middle",0.018656716,0.9375,"M-L",1,0.8,0.333333333333333,0.333333333333333,"critical","0"
0,3,1594,"PUBLIC",1,8,"C",0,"NEW",1,217,"Middle",0.008333333,0.857142857,"M-L",1,0.833333333333333,0.2,0.666666666666667,"small","0"
0,3,1099,"Catholic",1,8,"I",0,"NEW",1,238,"Undefined",0.041322314,0.9375,"S-M",0,0.6,0.111111111111111,0.266666666666667,"critical","0"
0,4,1594,"PUBLIC",1,8,"M",0,"EXISTING",2,261,"Middle",0.03567788,0.853658537,"L",1,0.514285714285714,0.222222222222222,0.114285714285714,"safe","0"
0,4,1299,"PUBLIC",1,8,"H",0,"EXISTING",1,267,"Undefined",0.023391813,0.888888889,"L",1,0.791666666666667,0.157894736842105,0.0833333333333333,"safe","0"
0,4,1399,"PUBLIC",1,8,"Q",0,"EXISTING",1,189,"Middle",0.015137181,0.888888889,"L",0,0.9375,0.133333333333333,0.25,"critical","1"
1,4,1499,"PUBLIC",1,8,"I",0,"NEW",1,272,"Middle",0.039792388,0.884615385,"M-L",0,0.739130434782609,0.235294117647059,0.260869565217391,"safe","0"
0,4,1675,"PUBLIC",1,9,"J",0,"NEW",1,383,"High",0.022222222,0.913043478,"L",1,0.857142857142857,1.05555555555556,0.952380952380952,"safe","0"
0,4,1644,"PUBLIC",1,8,"J",0,"EXISTING",2,265,"Middle",0.147619048,0.939393939,"S-M",1,0.370967741935484,0.260869565217391,0.129032258064516,"large","0"
1,4,1615,"PUBLIC",1,8,"G",0,"NEW",1,257,"Middle",0.031914894,0.947368421,"S-M",0,0.722222222222222,1.23076923076923,0.888888888888889,"critical","0"
0,4,1604,"PUBLIC",1,8,"P",0,"NEW",2,257,"Middle",0.040783034,0.925925926,"M-L",0,0.6,0.0666666666666667,0.04,"safe","0"
0,7,2899,"PUBLIC",0,8,"M",0,"EXISTING",0,263,"Middle",0.04491018,0.882352941,"S",1,0.4,0.333333333333333,0.133333333333333,"critical","0"
0,4,1791,"PUBLIC",1,8,"Z",0,"EXISTING",1,266,"Middle",0.032,0.888888889,"S",1,0.75,0.5,0.375,"small","1"
0,4,1628,"PUBLIC",1,8,"L",0,"EXISTING",1,278,"Middle",0.006542056,0.875,"L",1,0.714285714285714,0.6,0.571428571428571,"small","0"
0,4,1544,"PUBLIC",1,8,"G",0,"EXISTING",1,22,"Middle",0.045392022,0.942857143,"M-L",1,0.818181818181818,0.407407407407407,0.363636363636364,"safe","1"
0,4,1619,"PUBLIC",1,8,"L",0,"EXISTING",1,260,"Middle",0.058971142,0.903846154,"M-L",1,0.808510638297872,0.289473684210526,0.297872340425532,"large","0"
0,4,1699,"PUBLIC",1,8,"M",0,"EXISTING",1,253,"Middle",0.013477089,0.909090909,"M-L",0,0.9,0.333333333333333,0.8,"small","0"
0,4,599,"PUBLIC",1,8,"L",1,"EXISTING",1,243,"Middle",0.141666667,0.904255319,"M-L",1,0.611764705882353,0.0961538461538462,0.0941176470588235,"large","0"
0,4,1460,"PUBLIC",1,8,"I",0,"EXISTING",1,265,"Middle",0.013618677,0.875,"S-M",0,0.857142857142857,0.333333333333333,0.428571428571429,"small","0"
0,4,1628,"PUBLIC",1,8,"F",0,"NEW",2,273,"Middle",0.030136986,0.916666667,"S-M",1,0.909090909090909,0.3,0.454545454545455,"critical","0"
0,4,1371,"PUBLIC",1,8,"I",0,"EXISTING",1,259,"Middle",0.065714286,0.92,"S-M",1,0.434782608695652,0,0,"safe","0"
0,4,1599,"PUBLIC",1,8,"L",0,"EXISTING",1,280,"Middle",0.021052632,0.888888889,"S-M",1,0.875,0.571428571428571,0.75,"small","1"
0,7,2279,"PUBLIC",1,8,"M",0,"NEW",2,166,"Middle",0.018041237,0.875,"S-M",1,0.857142857142857,0.166666666666667,0.285714285714286,"small","0"
0,4,1492,"PUBLIC",1,8,"J",0,"NEW",1,218,"Middle",0.006818182,0.75,"S-M",0,0.666666666666667,3.5,2.33333333333333,"small","0"
1,4,1433,"PUBLIC",1,8,"J",0,"EXISTING",1,265,"Middle",0.144827586,0.875,"S",0,0.380952380952381,0,0,"safe","0"
0,4,2266,"PUBLIC",1,8,"O",0,"EXISTING",2,251,"Middle",0.004297994,0.75,"M-L",1,1,0.333333333333333,0.333333333333333,"small","0"
0,4,1736,"PUBLIC",1,8,"N",0,"EXISTING",1,259,"Middle",0.032941176,0.875,"S-M",0,0.714285714285714,0.1,0.285714285714286,"critical","0"
0,4,1494,"PUBLIC",1,12,"J",0,"NEW",2,238,"High",0.042553191,0.909090909,"S",0,0.9,0,0.2,"small","0"
0,4,1635,"Private non-Christian",1,8,"Q",0,"EXISTING",1,291,"Middle",0.031111111,0.823529412,"L",1,0.642857142857143,0.166666666666667,0.107142857142857,"safe","0"
0,4,1717,"PUBLIC",1,12,"E",0,"NEW",2,252,"High",0.1,0.9375,"S",0,0.533333333333333,0,0.0666666666666667,"critical","0"
